id,price_doc
30474,5212522.5
30475,8515384.0
30476,5022035.5
30477,6464258.0
30478,5369166.5
30479,8752090.0
30480,4393542.5
30481,4530338.0
30482,4820009.0
30483,5401728.0
30484,6740329.0
30485,5035924.5
30486,4372792.5
30487,4086454.0
30488,6130874.0
30489,5723504.0
30490,21685132.0
30491,16466560.0
30492,5664267.5
30493,13129363.0
30494,7317626.0
30495,9791477.0
30496,9031504.0
30497,9036140.0
30498,4636069.0
30499,6931916.5
30500,12273864.0
30501,6860362.5
30502,3209195.5
30503,6406036.5
30504,5582442.5
30505,12168179.0
30506,3151202.5
30507,5254532.5
30508,5920864.5
30509,7387281.0
30510,9207826.0
30511,5929012.5
30512,5690169.0
30513,4424477.0
30514,3238943.0
30515,9797904.0
30516,6512460.5
30517,9883022.0
30518,7597822.0
30519,4690203.5
30520,7593367.5
30521,5427185.0
30522,7387041.5
30523,5987048.0
30524,9856535.0
30525,10283717.0
30526,5290126.0
30527,5184853.0
30528,6844430.5
30529,6221663.5
30530,5741912.0
30531,14285154.0
30532,4805171.0
30533,10462650.0
30534,7128092.5
30535,9279159.0
30536,5612994.5
30537,11224443.0
30538,5392180.5
30539,8754369.0
30540,9664049.0
30541,5130100.0
30542,2316914.75
30543,5332079.5
30544,6940939.5
30545,7672939.5
30546,4635565.0
30547,10058263.0
30548,4383490.0
30549,5197274.0
30550,10532730.0
30551,5108638.0
30552,2021326.75
30553,7778429.5
30554,10260284.0
30555,6321895.0
30556,8546258.0
30557,6968929.5
30558,8572715.0
30559,6212396.5
30560,5793153.0
30561,6351785.0
30562,12102397.0
30563,5056695.5
30564,7354594.0
30565,6218905.0
30566,7059514.5
30567,2292874.0
30568,7917962.0
30569,8814721.0
30570,6007403.5
30571,7957697.0
30572,5334648.5
30573,6385901.5
30574,6478397.0
30575,7576173.5
30576,4951178.0
30577,4052511.25
30578,3022215.75
30579,6164215.5
30580,4705862.5
30581,5434037.0
30582,13088857.0
30583,7546133.0
30584,4087479.0
30585,3438167.25
30586,8461470.0
30587,6014345.5
30588,8049726.5
30589,7825774.5
30590,11829850.0
30591,5663387.0
30592,6681984.5
30593,8532813.0
30594,6496778.5
30595,5353776.0
30596,6883556.0
30597,6354729.5
30598,9459900.0
30599,12065704.0
30600,5811258.5
30601,6041940.0
30602,2138423.0
30603,12497076.0
30604,4333879.5
30605,6405297.0
30606,19401980.0
30607,5933028.5
30608,9886227.0
30609,5957499.5
30610,3094806.25
30611,6019458.0
30612,6962512.0
30613,9166524.0
30614,16188651.0
30615,7267642.0
30616,6041842.0
30617,8842177.0
30618,5175190.0
30619,4407160.5
30620,2887219.75
30621,8940205.0
30622,8500990.0
30623,5551131.0
30624,6456753.5
30625,7803528.5
30626,6073645.0
30627,6496190.0
30628,6273535.0
30629,5549278.5
30630,4613667.5
30631,6847016.0
30632,4595667.5
30633,6159479.5
30634,12763579.0
30635,9561375.0
30636,5454993.0
30637,9463708.0
30638,5989504.0
30639,7457720.0
30640,4776811.0
30641,7351305.0
30642,6034235.5
30643,7778251.5
30644,9478304.0
30645,7427759.5
30646,5273131.5
30647,5249158.0
30648,22399540.0
30649,2858921.5
30650,4590678.5
30651,3159354.0
30652,4641519.5
30653,6740258.5
30654,5140419.0
30655,12396630.0
30656,3959118.25
30657,6149120.0
30658,9420593.0
30659,5176157.5
30660,8024165.0
30661,6478378.5
30662,8469180.0
30663,15427709.0
30664,11285753.0
30665,5969698.5
30666,2596794.5
30667,4805473.5
30668,10024230.0
30669,5412030.5
30670,2780191.75
30671,6580712.0
30672,14213512.0
30673,10386735.0
30674,10150037.0
30675,2316914.75
30676,6096672.5
30677,4334301.0
30678,17228292.0
30679,5394006.5
30680,5118415.5
30681,2448494.25
30682,8631600.0
30683,9431219.0
30684,4408102.0
30685,7619104.0
30686,9828938.0
30687,5345781.0
30688,4664656.5
30689,12543428.0
30690,23380188.0
30691,4145841.25
30692,5967245.5
30693,11032796.0
30694,5512514.0
30695,7037654.5
30696,6840952.5
30697,11598650.0
30698,6038196.0
30699,5743292.0
30700,5319326.5
30701,9425770.0
30702,6203516.0
30703,4070138.0
30704,11857093.0
30705,9188913.0
30706,24449892.0
30707,3785563.75
30708,13025649.0
30709,6162094.0
30710,7064855.5
30711,5296133.0
30712,4074771.5
30713,5184625.5
30714,6579707.5
30715,4408358.5
30716,9458619.0
30717,6192551.0
30718,8201607.0
30719,13329254.0
30720,6374194.5
30721,4336715.5
30722,7440280.0
30723,6389123.5
30724,12655366.0
30725,6273044.5
30726,11604714.0
30727,9906481.0
30728,12263662.0
30729,3805145.25
30730,5321533.5
30731,6382552.5
30732,4808659.5
30733,8645985.0
30734,6833558.0
30735,6295224.5
30736,5289475.0
30737,5805658.0
30738,6335426.5
30739,5286046.0
30740,7568764.0
30741,9365074.0
30742,4453059.0
30743,5273629.0
30744,9435609.0
30745,6785871.0
30746,6376657.0
30747,17188708.0
30748,18175684.0
30749,4572641.5
30750,7003695.0
30751,3343932.5
30752,6724053.5
30753,10614246.0
30754,5052227.0
30755,4445548.5
30756,6789975.0
30757,4948138.5
30758,11479319.0
30759,6302841.5
30760,4130296.5
30761,8327650.0
30762,6533817.0
30763,12257488.0
30764,6097480.5
30765,6281575.0
30766,4082336.75
30767,9043105.0
30768,4662771.0
30769,6448587.5
30770,6006664.5
30771,3234609.25
30772,7541011.0
30773,7603614.0
30774,6029064.0
30775,12353672.0
30776,5509513.0
30777,5929702.5
30778,9097115.0
30779,5896054.5
30780,7797205.0
30781,6931916.5
30782,5672014.0
30783,5449699.5
30784,4082679.5
30785,5691716.0
30786,4496789.0
30787,6414711.0
30788,5751272.5
30789,6937074.5
30790,6383526.5
30791,9913909.0
30792,7214338.0
30793,9490660.0
30794,13405897.0
30795,9431848.0
30796,11156739.0
30797,15807399.0
30798,3003476.25
30799,9859656.0
30800,15710344.0
30801,6460905.0
30802,19964100.0
30803,3342985.5
30804,3644814.0
30805,13753865.0
30806,6924206.0
30807,6291239.5
30808,10378695.0
30809,5511415.5
30810,9393267.0
30811,4310610.5
30812,5262295.0
30813,4910844.5
30814,2834061.0
30815,3757741.5
30816,8592752.0
30817,2133941.0
30818,8387147.5
30819,6384793.0
30820,4828295.0
30821,25020972.0
30822,10191804.0
30823,7359400.0
30824,3656170.25
30825,5319270.5
30826,9218651.0
30827,5276517.0
30828,5545892.5
30829,5900993.5
30830,8981138.0
30831,6391592.0
30832,5193087.5
30833,5188058.0
30834,4014499.0
30835,6611447.0
30836,6318387.0
30837,5566749.0
30838,4073116.5
30839,6603589.5
30840,11468289.0
30841,10042161.0
30842,7010324.0
30843,5415743.0
30844,6303238.5
30845,9310165.0
30846,4423363.0
30847,5434664.0
30848,8844057.0
30849,4849536.5
30850,4012703.75
30851,5716587.0
30852,6602701.5
30853,4307401.0
30854,5654676.5
30855,8359948.5
30856,8084277.0
30857,2405472.5
30858,4476524.5
30859,5720519.5
30860,5658463.5
30861,8377435.0
30862,6623507.5
30863,5314712.0
30864,6037516.5
30865,9717503.0
30866,6781504.0
30867,5128857.5
30868,8426754.0
30869,5536533.5
30870,4943379.0
30871,7620354.0
30872,5539343.0
30873,4434201.0
30874,4977435.0
30875,6362497.5
30876,5547103.5
30877,9896075.0
30878,6439388.0
30879,11805866.0
30880,6613326.5
30881,2177798.0
30882,9398608.0
30883,3098976.5
30884,6437791.5
30885,4793435.5
30886,7124626.5
30887,5674037.0
30888,4525424.0
30889,5492803.5
30890,7008359.0
30891,4133031.0
30892,4136150.0
30893,4556556.5
30894,5396692.5
30895,4848454.5
30896,6634937.5
30897,6621966.5
30898,7674622.5
30899,6546584.5
30900,3533156.5
30901,6491087.0
30902,2273204.75
30903,7006715.0
30904,7413287.5
30905,6449424.0
30906,5362033.0
30907,10646606.0
30908,4825988.5
30909,14104139.0
30910,7596264.5
30911,3942908.25
30912,6127647.5
30913,16217579.0
30914,6066536.0
30915,7397172.0
30916,6562174.0
30917,11256259.0
30918,6578290.0
30919,4390950.0
30920,4696926.5
30921,3715361.75
30922,5602683.0
30923,3648016.75
30924,5114848.5
30925,15723834.0
30926,6740670.0
30927,8305220.5
30928,5045601.5
30929,5145210.5
30930,9844172.0
30931,11243127.0
30932,4469320.0
30933,4660997.0
30934,14258450.0
30935,7384611.5
30936,6782513.0
30937,9331517.0
30938,5110104.5
30939,9206913.0
30940,7234346.0
30941,6343570.0
30942,3795895.75
30943,6712348.0
30944,5407356.5
30945,3198431.25
30946,11373553.0
30947,7114313.0
30948,9244781.0
30949,7083948.5
30950,6248624.0
30951,18302976.0
30952,7649128.5
30953,10066401.0
30954,5196228.0
30955,6496828.0
30956,7431153.5
30957,5465642.0
30958,26245020.0
30959,8579765.0
30960,6485320.5
30961,8060266.0
30962,10204467.0
30963,4434945.5
30964,3767271.75
30965,7567227.0
30966,12806008.0
30967,11009967.0
30968,3748911.0
30969,3620597.75
30970,6256363.5
30971,10251638.0
30972,3739438.0
30973,4957112.5
30974,5477576.0
30975,7594729.0
30976,5126740.0
30977,7898338.0
30978,6944892.0
30979,3568513.0
30980,8620396.0
30981,5856490.0
30982,7090349.0
30983,4451280.0
30984,6479194.0
30985,3998523.75
30986,9447621.0
30987,7687009.0
30988,6130085.0
30989,7702845.5
30990,13001150.0
30991,7941405.0
30992,2865888.0
30993,6417507.5
30994,4849939.0
30995,6387168.0
30996,6474629.5
30997,6906261.0
30998,5389327.5
30999,5839435.5
31000,7022710.0
31001,6595174.5
31002,9024582.0
31003,7464956.5
31004,4898047.5
31005,3093313.25
31006,6986164.0
31007,4611978.5
31008,5275722.0
31009,6008520.5
31010,6328566.5
31011,4745286.5
31012,6633400.5
31013,8056431.0
31014,11007405.0
31015,6834731.0
31016,4736962.5
31017,9518941.0
31018,5057973.5
31019,4616458.0
31020,7461604.5
31021,12452201.0
31022,21328668.0
31023,9472575.0
31024,4761238.0
31025,6260183.5
31026,6575423.5
31027,4434763.5
31028,4373301.5
31029,6882860.0
31030,6638514.0
31031,9659755.0
31032,9999081.0
31033,8542901.0
31034,6667255.0
31035,9818857.0
31036,6464227.0
31037,26461104.0
31038,4593888.5
31039,9382631.0
31040,5760637.5
31041,4573727.5
31042,3646907.0
31043,6625080.5
31044,9326979.0
31045,7108195.5
31046,14760247.0
31047,7754033.0
31048,5848648.5
31049,5011476.5
31050,7657792.5
31051,6998540.5
31052,4432974.5
31053,17602036.0
31054,6429244.5
31055,5336765.0
31056,12236068.0
31057,5288759.0
31058,7439804.5
31059,3069510.25
31060,7472685.0
31061,6588008.5
31062,7145952.5
31063,3720148.25
31064,5505899.0
31065,7875780.5
31066,4566984.5
31067,7204905.0
31068,4190129.25
31069,4872897.5
31070,5607804.5
31071,3551337.75
31072,8657833.0
31073,2174203.75
